Patient ID,First Name,Last Name,Date of Birth,Gender,SSN,Phone Number,Medical Condition,Medication,Street Address,City,State,Zip Code
P201134,Richard,Lane,1985-12-30,Male,692-26-8303,702-750-4448,Acid Reflux,Sumatriptan,922 Tara Unions Apt. 804,Tommymouth,MD,75173
P799722,Denise,Williams,1953-03-28,Male,517-30-5054,744-236-6830,Arthritis,Loratadine,5407 Robinson Meadow Suite 047,Cookville,LA,38300
P110207,Jesse,Atkins,1982-08-23,Female,193-70-2251,232-731-7808,Cough,Topiramate,03436 Dawn Neck,Chenland,TX,13173
P816950,Kayla,Downs,1983-04-09,Male,431-45-7810,575-827-6937,High Cholesterol,Naproxen,070 Myers Run Apt. 316,New Lauren,MI,48550
P87141,Gary,Hansen,1971-02-15,Female,356-90-7335,614-372-4205,Asthma,Dextromethorphan,48003 Reeves Vista,Kennethville,LA,38597
P208761,Jacob,Peck,1956-09-04,Male,648-94-0022,440-373-3664,Insomnia,Oseltamivir,44850 Knox Way,West Melissa,OR,33805
P173971,Martha,Anderson,1955-09-18,Male,843-20-7311,627-621-0249,Diabetes,Peramivir,408 Lawrence Ways,Vaughnstad,NM,18711
P576760,Robin,Smith,1967-04-01,Male,509-77-7415,768-363-7751,Arthritis,Amlodipine,6806 Daniel Green,West April,OH,41480
P743813,Brandi,Moran,1994-07-04,Female,866-90-6803,538-609-7356,Acid Reflux,Topiramate,439 Guerra Crossroad Suite 554,Swansonton,CO,49623
P440544,April,Leon,1963-12-20,Male,373-32-4335,342-421-0807,Asthma,Ibuprofen,2092 Andre Heights,Lake Kathleenview,MD,26012
P16233,Amanda,Stephens,1976-02-15,Male,645-36-6812,773-294-8812,Migraine,Zanamivir,7381 Carpenter Common Suite 161,Barryberg,NM,81028
P82539,Jacob,Rich,2001-08-10,Male,655-12-8493,766-843-1259,Allergies,Ibuprofen,9538 Jon Corner Apt. 318,Mcgeestad,ND,05966
P703506,Elizabeth,Tyler,1971-12-02,Female,256-47-4460,790-975-0498,Arthritis,Escitalopram,595 Carey Burg Apt. 821,New Brianshire,CT,32170
P755189,Danielle,Davila,1989-02-23,Male,517-27-9782,620-423-0954,High Cholesterol,Metformin,67230 Phillip Corners,Howellbury,NJ,39361
P418927,Cory,Boyle,1991-05-29,Male,512-18-3710,379-646-9698,Migraine,Insulin,37959 Rice Ridge Suite 647,Wrightmouth,FM,93740
P192881,Kerri,Hall,1984-12-04,Male,317-01-0702,899-876-3657,Asthma,Amlodipine,1381 Daniel Walk Suite 993,Lake Devonborough,SD,64678
P179049,Christina,Young,1958-04-29,Male,444-35-8642,925-991-6001,Hypertension,Naproxen,145 Jeffrey Shoals,Welchland,MH,07406
P337275,Sharon,Paul,1994-12-26,Female,456-53-3731,313-769-5466,Acid Reflux,Fluticasone,45241 Nichole Fords,Michaelmouth,CT,97598
P749711,Julia,Miranda,1967-11-05,Male,489-05-9123,912-542-5167,Flu,Zanamivir,5769 Thompson Forge Suite 543,Downsmouth,TN,05050
P646628,Tara,Smith,1958-06-23,Male,897-40-4338,642-217-5077,Insomnia,Montelukast,622 Wilkinson Estates Suite 317,East Stephen,NJ,58194
P20565,Susan,Ramirez,2000-12-14,Male,736-86-3988,720-666-8654,Cough,Codeine,388 Cruz Plains Apt. 237,Jamesview,GA,05499
P192393,Cynthia,Williams,1988-10-28,Male,346-54-2734,957-870-1778,Migraine,Oseltamivir,8596 Beth Port Suite 001,Lake Davidfurt,OH,00572
P996121,Kristen,Cox,1994-04-07,Female,455-15-6242,626-588-4115,Hypertension,Zanamivir,74331 Tina Inlet Suite 773,Lake Christopher,NC,05396
P490763,Kyle,Mendez,1975-01-25,Female,840-27-8784,910-343-9687,Depression,Zolpidem,0139 Lara Crossing,New Donald,CT,34508
P57647,Brittany,Gray,1994-12-26,Male,456-53-3731,361-671-0811,Acid Reflux,Topiramate,45241 Nichole Fords,Michaelmouth,CT,97598
P860820,Sarah,Clark,1954-08-28,Female,138-63-4798,512-413-3447,Diabetes,Omeprazole,257 Williams Burgs Apt. 062,South Lindsayhaven,OR,42354
P438297,Scott,Gilbert,1963-12-20,Female,373-32-4335,502-342-3924,Flu,Insulin,2092 Andre Heights,Lake Kathleenview,MD,26012
P163034,Kathleen,Chan,1960-03-07,Female,827-73-1089,623-785-4946,Depression,Guaifenesin,648 Alexis Isle,Janestad,MP,49172
P476746,Destiny,Mendoza,1955-03-16,Female,138-87-6615,549-670-3868,High Cholesterol,Fluticasone,78360 Jose Road,Vegamouth,PW,15241
P828399,Eugene,Williams,1953-10-15,Female,446-98-3316,581-749-7722,Flu,Doxepin,26271 Dalton Lane,Williammouth,ID,21879
P787517,Victor,Williams,1963-12-20,Male,373-32-4335,959-349-8603,Arthritis,Metformin,2092 Andre Heights,Lake Kathleenview,MD,26012
P111655,Jack,Hall,1990-04-05,Female,825-68-7513,883-233-6508,Flu,Doxepin,83418 Cole Port Suite 990,Port Wendy,TN,02864
P912978,Ryan,Roberts,1972-12-18,Male,639-35-7249,560-464-0834,Cough,Fluticasone,4411 Andrea Via,Andreaton,NJ,84175
P668027,Christina,Krueger,1960-03-07,Female,827-73-1089,770-266-9828,Depression,Zolpidem,648 Alexis Isle,Janestad,MP,49172
P670446,Karen,Moore,1992-02-16,Male,238-99-8106,979-777-7204,Hypertension,Fexofenadine,08367 Adam Junction Suite 482,North Joseph,MN,65788
P624306,Brad,Miller,1944-11-17,Female,363-34-6266,557-374-8454,Hypertension,Topiramate,191 Monroe Village Apt. 800,Port Ashley,MS,75578
P203902,Rhonda,Murphy,1943-08-13,Male,256-23-8710,623-638-6564,Allergies,Ibuprofen,91061 John Springs,Adamsbury,AZ,63927
P576523,Emily,Cruz,1966-02-11,Male,483-14-8631,965-907-7346,Allergies,Fluoxetine,2941 Goodwin Hills Suite 229,Wilcoxstad,MA,75234
P239864,Alyssa,Santiago,1950-10-26,Female,022-47-7408,573-518-1243,Arthritis,Naproxen,95240 Gonzales Point Apt. 044,Port Michaelhaven,NM,23578
P771265,Kathleen,Pace,1965-02-18,Female,897-36-1794,987-317-3391,Allergies,Fluoxetine,700 Oscar Row Suite 170,North Margaretfurt,CO,35929
P635122,Amy,Simmons,1953-01-09,Male,050-08-2165,559-767-1788,Arthritis,Lisinopril,7416 Kyle Ramp Apt. 161,Jamiestad,MD,91978
P146881,Diane,Bailey,1964-06-05,Male,475-78-0610,333-767-8892,Insomnia,Zanamivir,7977 Castillo Plaza,Bradleyside,KY,69749
P272703,Ronald,Perry,1961-04-13,Female,593-30-6492,468-844-7689,Allergies,Insulin,9805 William Avenue,Murrayton,DE,89831
P400103,Katie,Diaz,1985-04-02,Female,658-37-5950,371-590-7172,Depression,Fluoxetine,99070 Joseph Fields,Maxwellport,IN,39223
P656226,Victoria,Long,1972-09-27,Male,514-30-3365,358-941-0722,Insomnia,Escitalopram,2632 Beard Forges,North Eric,ME,53713
P419073,Jack,Allen,1992-02-02,Male,336-07-3986,515-376-1182,Diabetes,Sumatriptan,9256 Kerry Field Suite 373,Port Daniel,NM,81694
P196718,James,Lowe,2001-01-15,Female,184-83-2436,631-328-3831,Asthma,Albuterol,4255 Travis Trafficway Suite 959,East Johnton,AS,90393
P597031,James,Wilson,1995-10-30,Male,862-71-2241,287-337-5650,Hypertension,Oseltamivir,243 Carrie Mount,Lake Lisa,TX,85024
P116503,Bryan,Stanley,1951-04-23,Male,877-18-0570,372-772-5526,Arthritis,Sumatriptan,602 Ortiz Valleys Apt. 674,Danielland,RI,41328
P157488,Sabrina,Morris,1972-06-15,Female,549-96-5446,268-368-7726,Cough,Montelukast,0889 Dodson Burg Suite 098,Port William,CA,69015
P878714,William,Mcgee,1965-06-17,Female,001-91-8790,736-838-3269,High Cholesterol,Ranitidine,242 Martinez Drives,South Catherinefort,CT,90249
P104134,Colleen,White,1985-01-29,Female,182-99-5886,909-498-0250,Arthritis,Topiramate,72368 Munoz Spur Suite 426,Garzaberg,FL,59609
P122117,Kristi,Thomas,1961-12-07,Female,450-52-6125,900-455-3756,Flu,Rosuvastatin,8285 Reed Underpass,Jeremyborough,VT,16639
P247517,Michael,Pierce,1980-07-29,Male,094-82-8318,965-487-2050,Allergies,Topiramate,700 Stevens Plaza Apt. 591,Rachelview,MO,48904
P594969,Jason,Newman,1965-09-02,Male,298-75-0267,502-368-9865,Diabetes,Ibuprofen,8042 Jose Passage Apt. 851,North Glenn,MT,58114
P706743,Michael,Ward,1964-08-29,Female,564-21-6897,817-558-9213,Flu,Omeprazole,951 Atkinson Spur Apt. 880,Pattersonberg,PA,02459
P314873,James,Boyd,1977-07-24,Male,307-54-2504,917-508-7639,Migraine,Ibuprofen,735 Robert Views,Port Amy,MO,09573
P537791,Brian,Jones,1962-12-21,Female,553-80-7914,739-402-4356,Arthritis,Montelukast,691 Miller Street Apt. 099,East Ashleymouth,MI,14991
P792475,Donald,Roberts,1971-04-26,Male,487-62-5664,957-502-1264,Acid Reflux,Sertraline,28625 Melissa Unions Apt. 279,West Kimberly,IA,10512
P327082,Andrew,Roth,1993-06-03,Female,804-78-1584,717-825-1462,Depression,Metformin,60819 Marquez Drives Apt. 996,Coreyton,GA,27354
P795743,Tristan,Cox,1996-05-31,Female,025-06-9018,704-235-1034,High Cholesterol,Fluticasone,39462 Susan Rue,Joeburgh,WY,33089
P91957,Sean,Meyers,2001-08-28,Female,125-36-0376,353-845-8071,Diabetes,Cetirizine,3239 Henry Stravenue Suite 640,North Elizabethville,KS,80963
P583400,Chad,Nguyen,1965-02-18,Male,897-36-1794,265-570-2553,Flu,Montelukast,700 Oscar Row Suite 170,North Margaretfurt,CO,35929
P379607,Ann,Bonilla,1976-12-12,Male,869-37-1409,806-384-1315,Insomnia,Topiramate,39128 Erin Union,East Rebecca,MN,65234
P216518,Tyler,Scott,1980-07-29,Female,094-82-8318,574-484-1824,Acid Reflux,Trazodone,700 Stevens Plaza Apt. 591,Rachelview,MO,48904
P680508,Christine,Price,1996-03-26,Male,533-88-1029,654-276-9470,Acid Reflux,Doxepin,192 Michelle Greens Suite 482,East Danielfurt,MO,84643
P841005,Andrew,Nguyen,1988-03-21,Female,530-99-9465,794-478-1742,Insomnia,Rosuvastatin,866 Johnson Unions,Riveraberg,MO,95145
P503466,Stephanie,Taylor,1977-03-07,Female,687-49-4253,367-499-2756,Diabetes,Albuterol,610 Kathryn Branch Apt. 958,Amberhaven,OH,62684
P386879,Mary,Harris,1956-10-30,Female,764-49-5479,247-453-9008,Asthma,Naproxen,960 Miller Village,Katieborough,WV,70772
P205772,Andrew,Hill,1983-04-09,Female,431-45-7810,428-639-2661,Asthma,Metformin,070 Myers Run Apt. 316,New Lauren,MI,48550
P132186,Anita,Cruz,1947-02-28,Female,226-58-8563,623-904-1373,Cough,Metformin,270 Martin Avenue,East Taylorland,DE,20636
P143164,Christie,Moody,1945-01-30,Female,502-02-8081,693-751-4654,Diabetes,Fluticasone,50976 Schwartz Fields Apt. 310,Jesseshire,PR,61076
P982336,Donna,Morgan,1984-07-29,Female,229-42-4649,978-555-2129,Hypertension,Ibuprofen,0525 Soto Curve Apt. 534,New John,MI,17014
P504120,Stephanie,Hoffman,1980-10-10,Female,667-54-4763,264-813-4161,Allergies,Escitalopram,7636 Robert Brooks Apt. 897,Sheilatown,NH,66392
P86222,Wayne,Farrell,1972-04-09,Male,779-67-5970,849-251-9083,Insomnia,Esomeprazole,00069 Liu Plaza Suite 326,Spearsbury,CO,51273
P40899,Kristi,Joseph,1946-08-09,Female,783-20-8201,696-517-1991,Hypertension,Omeprazole,51888 Jenkins Mountain Suite 162,Markside,NJ,88610
P474887,Jeanne,Munoz,2002-11-24,Male,232-52-0919,417-426-0889,High Cholesterol,Sumatriptan,9200 Love Streets Suite 816,Port Charles,NH,67816
P948500,Laura,Clark,1982-01-05,Female,812-07-1288,634-966-1123,Cough,Naproxen,0217 Rodriguez Via,Port Marioburgh,SC,34091
P891863,Linda,Ferguson,1991-01-02,Female,655-73-8422,406-725-1722,Arthritis,Escitalopram,308 Mike Underpass Apt. 294,New Laurafort,WA,18733
P987563,Emily,Medina,1955-04-10,Female,101-32-6480,513-497-5926,Acid Reflux,Montelukast,9476 Mary Causeway,Daviestown,LA,05306
P60917,Kimberly,Cook,1985-09-23,Male,762-10-1515,356-305-1185,High Cholesterol,Ranitidine,8074 James Turnpike Suite 120,Robertport,MP,64062
P451886,John,Lopez,1967-12-18,Male,229-05-1213,889-819-3200,Depression,Ranitidine,309 Brenda Drive,Suemouth,MP,38225
P463556,Jason,Carpenter,1958-04-29,Male,444-35-8642,248-440-1187,Diabetes,Escitalopram,145 Jeffrey Shoals,Welchland,MH,07406
P844414,Bryan,Fowler,1956-09-04,Female,648-94-0022,473-924-4807,High Cholesterol,Cetirizine,44850 Knox Way,West Melissa,OR,33805
P111068,Jeff,Pierce,1946-03-25,Female,314-14-6698,424-245-2274,Hypertension,Naproxen,982 Decker Summit,Alejandrochester,FM,43653
P513196,Nathan,Lloyd,1968-03-16,Male,444-36-8144,864-984-3193,Depression,Sertraline,60799 Livingston Lake Suite 612,Faithstad,FL,42295
P126266,Robert,Miles,1965-01-30,Female,347-70-7600,267-224-2837,Cough,Insulin,30050 Joseph Avenue,Lake Monica,NH,92801
P505497,John,Medina,1987-11-04,Male,521-91-9276,502-478-6917,Depression,Peramivir,15467 Heather Ranch Suite 171,Lake Angelastad,NE,03510
P33853,Alexander,Key,1989-10-31,Female,800-54-7803,230-217-1267,Allergies,Fexofenadine,1030 David Mission,Nicholshaven,ND,08718
P695009,Robert,Strickland,1995-01-17,Female,042-93-5216,255-519-9801,Hypertension,Ibuprofen,88585 Lambert Key,Zacharyfurt,TN,15132
P791798,Jose,Garcia,1996-01-29,Female,799-64-4341,242-871-2671,Arthritis,Loratadine,8070 Jeffrey Harbors Apt. 861,Anthonyshire,PW,13016
P490479,Michael,Allison,1967-10-22,Male,825-86-0720,397-279-3558,Flu,Codeine,067 Andrea Rue,Hillmouth,UT,65560
P935336,Nicholas,Brown,1972-06-15,Male,549-96-5446,926-547-0168,Diabetes,Zolpidem,0889 Dodson Burg Suite 098,Port William,CA,69015
P403490,Christopher,Jones,1970-12-25,Male,794-79-2245,969-986-2198,Allergies,Lisinopril,61188 Sims Port,Lake Phillipstad,OK,40641
P724260,Nicole,Rhodes,1963-05-05,Female,262-09-7325,941-603-1263,High Cholesterol,Insulin,0656 Adam Shore Apt. 185,Port Donna,IN,19862
P633995,Sarah,Barker,1995-07-13,Female,488-03-5441,335-766-0154,Allergies,Fluoxetine,2909 Rebecca Ramp Suite 631,Middletonton,VA,55532
P569391,Michael,Davis,1955-09-18,Male,843-20-7311,342-518-1510,Asthma,Escitalopram,408 Lawrence Ways,Vaughnstad,NM,18711
P105561,Barbara,Liu,1980-03-13,Male,084-84-4168,395-311-2759,Diabetes,Gliclazide,75133 Mark Ranch,North Kyleborough,CA,15801
P327083,David,Day,1979-03-15,Male,464-40-2060,692-581-4407,Arthritis,Naproxen,199 Pineda Trail Apt. 554,Port Bradleyburgh,CT,11008
P147831,Samantha,Rosales,1958-11-09,Female,565-96-4556,371-706-9566,Migraine,Ranitidine,2740 Henry Keys Apt. 522,Crosschester,NE,06317
P626531,David,Boone,2003-06-21,Male,422-95-6842,316-886-1497,Acid Reflux,Insulin,123 Reynolds Mission,Shermanmouth,IL,44900
P95774,Christy,Mccullough,1957-08-01,Male,802-08-3697,858-794-5841,Diabetes,Atorvastatin,823 Hubbard Mill,Johnsontown,AL,80562
P380467,Michael,Fletcher,1982-06-10,Female,544-26-0734,329-882-7637,Cough,Ibuprofen,10961 Davidson Valleys,Matthewburgh,DC,20821
P462707,Melanie,Barrett,1979-10-14,Female,401-95-7934,920-666-4664,Hypertension,Topiramate,92884 Sarah Harbor,Carolynfort,VA,68663
P952098,Charles,Dawson,1967-04-01,Male,509-77-7415,956-446-0872,Arthritis,Lisinopril,6806 Daniel Green,West April,OH,41480
P530484,Jasmine,Jones,1960-05-15,Female,037-63-1686,288-919-3298,Allergies,Insulin,804 Scott Passage,Brandibury,AZ,95909
P108210,Courtney,Clarke,1951-03-27,Male,129-54-8691,760-749-9369,Acid Reflux,Omeprazole,8200 Fernando Parks Suite 277,Sandraport,MO,07945
P794576,Jessica,Morrison,1958-06-23,Male,897-40-4338,266-691-4641,High Cholesterol,Ranitidine,622 Wilkinson Estates Suite 317,East Stephen,NJ,58194
P302355,Caleb,Gates,1949-07-31,Male,003-70-5593,853-717-8026,Cough,Zolpidem,0525 Charles Glen,Victormouth,FM,98212
P19449,Laura,Le,1950-03-11,Male,783-52-9579,823-237-9230,Arthritis,Fexofenadine,0207 Ramos Hollow Apt. 172,North Elizabeth,WA,76988
P514477,Andre,Brewer,1977-09-27,Female,404-66-7309,528-722-8157,Insomnia,Metformin,4879 Benjamin Rue Apt. 067,North Samanthaside,MS,56202
P496587,Vanessa,Smith,1977-09-27,Male,404-66-7309,917-968-8108,Acid Reflux,Fluoxetine,4879 Benjamin Rue Apt. 067,North Samanthaside,MS,56202
P398606,Malik,Perkins,1998-06-04,Male,533-47-9179,270-269-8453,Asthma,Albuterol,403 French Dam Suite 661,Morganland,TX,43228
P36755,Jacob,Davidson,1982-08-23,Female,193-70-2251,911-713-1226,Asthma,Omeprazole,03436 Dawn Neck,Chenland,TX,13173
P764167,Michael,Black,1970-06-15,Male,766-12-8716,334-477-0302,Flu,Escitalopram,71279 Weaver Center Suite 726,Warrenmouth,WY,45930
P104870,Amy,Williams,1952-12-08,Male,880-98-6305,268-966-3779,Allergies,Cetirizine,551 Garcia Hollow Suite 774,Lake Bruce,MN,85941
P926828,Cynthia,Ramirez,2002-06-17,Female,235-69-3772,434-289-6325,Hypertension,Dextromethorphan,25781 Smith Port Apt. 328,Lake Brittney,KS,19084
P587860,Scott,Hicks,1958-06-29,Male,132-87-8851,234-729-1686,Migraine,Simvastatin,559 David Station,Karastad,ME,64567
P266271,Michael,Hall,1961-05-07,Male,558-39-6000,772-929-4270,Migraine,Sertraline,92762 Linda Manor,North Christopherchester,AL,89647
P773414,Cameron,Gonzalez,1998-08-21,Female,177-69-2442,615-440-3976,Acid Reflux,Fexofenadine,480 Banks Knolls Apt. 776,Powersfort,UT,82507
P448979,Carrie,Phillips,1992-11-18,Female,286-68-6826,874-376-8300,Insomnia,Fexofenadine,4631 Bennett Islands,Port Crystal,IA,39454
P800335,Adam,Ayers,1967-03-23,Female,334-39-8473,796-421-2388,Flu,Ibuprofen,74066 Flores Underpass Suite 096,North Susanstad,FL,10267
P97921,Gary,Williams,1945-10-22,Female,414-42-8532,700-701-4153,Migraine,Fluticasone,89904 Monica Neck,Davidhaven,LA,09265
P583482,Catherine,Davis,2000-05-13,Male,638-06-5321,359-464-6625,Diabetes,Naproxen,653 Alvarez Trace,South Justinville,SD,01556
P535518,Matthew,Barry,1977-02-07,Female,035-40-2685,809-303-2971,Arthritis,Celecoxib,9994 Victor Fall,Mcmahontown,ME,59663
P913615,Frank,Vasquez,1981-01-28,Female,861-36-2334,864-634-1706,Insomnia,Losartan,147 Flores Common,Lake Marthaland,NE,88204
P404104,Leah,White,1986-02-07,Female,190-81-7655,659-285-3703,Migraine,Simvastatin,69422 Christopher Estate Apt. 645,New Michael,GA,18489
P380051,Carolyn,Wang,1963-12-15,Female,213-49-8301,291-939-8280,Acid Reflux,Celecoxib,8983 Jennifer Fords Apt. 409,Richardside,CT,13870
P767290,Kenneth,Gonzalez,1970-12-25,Male,794-79-2245,597-310-2567,Asthma,Fluticasone,61188 Sims Port,Lake Phillipstad,OK,40641
P316687,Cynthia,Estrada,1992-07-08,Female,277-04-0943,668-465-8330,Arthritis,Zolpidem,46053 Brian Station Suite 525,South Brian,MD,45403
P878964,Ashley,Frank,1970-02-19,Male,552-41-5627,422-429-1329,Allergies,Montelukast,65567 Jennifer Harbors Apt. 925,Stewartside,MP,61764
P204574,April,Woods,1985-04-02,Female,658-37-5950,291-998-4972,Arthritis,Peramivir,99070 Joseph Fields,Maxwellport,IN,39223
P148461,Elizabeth,Alexander,1985-01-29,Female,182-99-5886,206-865-3111,Diabetes,Escitalopram,72368 Munoz Spur Suite 426,Garzaberg,FL,59609
P217829,Jessica,Johnson,1945-05-16,Male,701-65-9924,474-709-2128,Migraine,Lisinopril,9468 Melissa Spur,Port Shelbyton,CT,68884
P133544,Brittany,Wilson,1960-02-14,Female,607-38-6824,234-296-2904,Cough,Propranolol,160 Williams Ridge Apt. 041,West Thomas,FL,04457
P165444,Madison,Jackson,1948-10-20,Female,338-50-2634,881-471-8773,Insomnia,Doxepin,734 William Spring,East Dean,MO,77051
P306999,Stephen,Frost,1998-02-24,Male,283-24-3747,878-247-0848,High Cholesterol,Loratadine,5096 Tammy Gardens Suite 318,West Peterhaven,SD,01345
P793348,Jesus,Alexander,1961-04-13,Male,593-30-6492,388-890-5924,Hypertension,Losartan,9805 William Avenue,Murrayton,DE,89831
P78460,Robin,Anderson,1996-01-29,Female,799-64-4341,917-596-9672,Depression,Dextromethorphan,8070 Jeffrey Harbors Apt. 861,Anthonyshire,PW,13016
P315517,Collin,Mitchell,1965-09-11,Male,348-60-6152,223-536-3501,Cough,Trazodone,6829 James Curve Apt. 793,Lake David,NJ,60034
P699823,Adrienne,Shepard,1971-04-26,Female,487-62-5664,548-815-0033,Asthma,Zanamivir,28625 Melissa Unions Apt. 279,West Kimberly,IA,10512
P694811,Kevin,Wong,1950-02-09,Female,616-19-0330,640-803-8297,Arthritis,Fexofenadine,974 Ali Course,Michellefort,MN,05962
P785968,Shannon,Gonzalez,1951-12-20,Female,787-87-2814,412-286-8086,Depression,Gliclazide,164 Henry Courts,Chandlerview,NC,17907
P50703,Jessica,Ruiz,1980-10-10,Male,667-54-4763,818-278-7396,Hypertension,Lisinopril,7636 Robert Brooks Apt. 897,Sheilatown,NH,66392
P162990,Jillian,Martinez,1946-12-22,Male,729-47-4815,691-988-9465,Flu,Trazodone,375 Miller Lock Suite 386,Garyport,SD,11109
P253772,Christopher,Cole,1985-02-20,Female,468-76-3515,626-650-4816,Asthma,Gliclazide,34063 Rhodes Cliff,South Abigail,OK,96815
P361679,Paul,Gibson,1946-09-05,Male,308-85-8493,667-227-6063,Insomnia,Montelukast,06439 Jesse Squares Suite 649,Port Chaseside,SD,25250
P55428,Katherine,Smith,1950-05-16,Female,252-88-8527,850-314-9961,Asthma,Escitalopram,351 Mack Estates,Lake Matthewbury,LA,52171
P559805,Steven,Casey,1947-03-26,Male,225-57-6384,842-582-3470,Cough,Zanamivir,11192 Watts Forest Suite 295,Susanville,UT,70867
P727769,Lisa,Noble,1989-10-31,Female,800-54-7803,656-537-6484,Insomnia,Atorvastatin,1030 David Mission,Nicholshaven,ND,08718
P351951,Theresa,Berg,1975-05-25,Male,717-64-8681,580-772-8557,High Cholesterol,Losartan,31768 Boyd Village,East Michaelborough,WV,88431
P111868,Andrea,Freeman,1987-12-29,Male,229-76-8124,883-344-1795,Allergies,Omeprazole,46570 Amanda Fall Apt. 295,North Summermouth,IL,07971
P589187,Cindy,Decker,2005-05-14,Female,670-10-8158,412-208-2935,Allergies,Doxepin,81721 Jeremy Crescent,Barnestown,MN,85666
P498623,David,Rodriguez,1987-08-13,Male,569-09-6769,352-661-6336,Migraine,Topiramate,1342 Samuel Turnpike Suite 080,Williamsberg,NC,45273
P707361,Tammie,Gonzalez,1959-09-05,Male,610-46-3059,973-263-2323,High Cholesterol,Dextromethorphan,0645 Martin Neck,Jeremystad,NY,78449
P431002,Tammy,Mckee,2001-11-15,Female,758-49-6247,792-835-8112,Insomnia,Simvastatin,6711 Patricia Station,East Spencershire,NJ,99950
P429525,Daniel,Jones,1965-12-26,Female,750-78-5742,756-252-7720,Migraine,Dextromethorphan,02308 Davis River Suite 696,Westburgh,KS,74198
P737664,Devin,Jones,1957-06-07,Male,009-91-0888,979-275-7776,Depression,Peramivir,9434 Webb Stravenue,Samanthaland,VA,94716
P642110,Amanda,Richard,1954-07-18,Male,531-87-7232,351-237-8490,Insomnia,Montelukast,862 Quinn View,Port Keithmouth,PA,85495
P963246,James,Santiago,1975-05-25,Female,717-64-8681,410-744-5897,Arthritis,Simvastatin,31768 Boyd Village,East Michaelborough,WV,88431
P580859,Nathan,Matthews,1994-12-26,Female,456-53-3731,538-706-5846,Depression,Insulin,45241 Nichole Fords,Michaelmouth,CT,97598
P886065,Nicole,Hobbs,1990-09-22,Male,024-58-0063,821-563-9607,Cough,Fluticasone,1589 Robinson Port Suite 221,Kathleenview,MD,55397
P342063,Michael,Hall,1962-09-28,Female,396-48-5649,613-412-2170,Cough,Esomeprazole,9051 Allen Cape Suite 255,West Donaldhaven,RI,33722
P367482,Rhonda,Howard,1997-09-13,Female,853-08-5620,328-870-7343,Cough,Albuterol,123 Michael Islands,Swansonchester,DC,96624
P625454,Mary,Allen,1995-10-30,Female,862-71-2241,364-967-8031,Hypertension,Topiramate,243 Carrie Mount,Lake Lisa,TX,85024
P470547,Crystal,Reed,1977-01-14,Male,647-75-4739,432-651-5082,Flu,Atorvastatin,9139 Rios Way,Williamsshire,TN,57802
P47273,Darlene,Johnson,2000-08-02,Female,721-36-6340,949-538-5900,Depression,Insulin,52602 Mayer Manors Suite 743,Thomasmouth,UT,40576
P860435,Brandon,Hess,1982-05-22,Female,151-17-4523,415-850-1058,Migraine,Rosuvastatin,0159 Elizabeth Club Suite 818,Juanland,CO,61208
P747125,Alejandro,Noble,1995-07-15,Female,508-07-4282,807-944-0204,High Cholesterol,Montelukast,7139 Mclean Land,Bethville,NE,51109
P242698,Ian,Gross,1953-01-09,Male,050-08-2165,375-379-7374,Flu,Loratadine,7416 Kyle Ramp Apt. 161,Jamiestad,MD,91978
P386686,Jeremy,Avery,1962-03-21,Female,038-41-7130,583-798-4076,Allergies,Albuterol,10095 Martinez Way Suite 271,Ericahaven,MO,98968
P316152,Patricia,Manning,2000-10-22,Female,253-39-3044,259-926-4621,Diabetes,Zanamivir,6163 Clark Islands,West Andrew,NM,47726
P989590,Amy,Bush,1956-10-27,Female,405-62-2807,825-845-4413,Hypertension,Peramivir,139 Price Knoll Apt. 953,Port Randallfort,DC,74722
P188392,Chad,Henson,1963-12-15,Male,213-49-8301,605-924-2740,Flu,Naproxen,8983 Jennifer Fords Apt. 409,Richardside,CT,13870
P210055,Desiree,Rodriguez,1969-11-03,Male,539-63-7274,603-252-2211,Allergies,Atorvastatin,20075 Tara Cliffs Apt. 841,New Kaitlynport,ID,80854
P807520,Jasmine,Sanchez,1987-06-30,Male,723-95-0596,353-685-3443,Depression,Amlodipine,350 Bartlett Highway,Rachelstad,ND,54697
P467411,Curtis,Kelley,1947-02-28,Female,226-58-8563,439-892-0138,Asthma,Fluoxetine,270 Martin Avenue,East Taylorland,DE,20636
P778120,Deborah,Powell,1997-12-02,Female,702-66-7394,860-287-2282,Asthma,Zanamivir,071 Cole Forks,Carneyhaven,ID,56320
P568357,Kathryn,Peters,1948-01-03,Male,339-41-8473,271-437-6053,Acid Reflux,Sumatriptan,907 Ramirez Gardens Apt. 580,Nguyenchester,OH,45624
P568896,Sally,Leonard,1972-09-23,Female,890-63-4727,816-432-2680,Asthma,Cetirizine,934 Jones Mountains Apt. 762,Ellisonchester,GU,12987
P928722,Vincent,Gomez,2005-09-23,Male,801-79-6949,637-805-9885,Arthritis,Guaifenesin,29924 Johns Valley Apt. 234,Anthonyborough,MT,28701
P628645,Cheryl,Vaughn,2004-11-10,Female,256-53-8899,631-391-2354,High Cholesterol,Fluoxetine,110 Chan Summit,South Danielberg,NH,32219
P260144,Ernest,Lang,1984-01-20,Female,881-08-1575,417-773-2134,Insomnia,Codeine,1386 Amy Motorway Apt. 301,Owensland,NV,73746
